Emotion,Text,Clean Text
sadness,i didnt feel humiliated,im particular id feel uncomfortable asserting ive love
sadness,i didnt feel humiliated,dont know feel disheartened
sadness,i didnt feel humiliated,feel compassionate gentle understanding humans result trial
sadness,i didnt feel humiliated,feel lot bids work beaten price price
sadness,i didnt feel humiliated,feel amused hear neighbour use word muze instead mujhe hey kay zay kay
sadness,i didnt feel humiliated,wake feeling listless leaving work early day past week
sadness,i didnt feel humiliated,feel kind embarrassed writing ladybits gotten frozen swim felt like numb didnt thaw good miles
sadness,i didnt feel humiliated,find feeling distraught getting older stressed impending responsibilities ensue generally content little bit repressed anger makes appearance instigated
sadness,i didnt feel humiliated,feel absolutely amazed unfolding story life
sadness,i didnt feel humiliated,seen years spending sun filled day aussie open followed dumplings chinatown lemonade leafy beer garden feeling like stepped time labour vain brunswick street attending backyard barbecue visiting edinburgh gardens aussie day
sadness,i didnt feel humiliated,met friends watch hockey game headed local pub called pig duke ate parmesan truffle wings sure feel prawn lollipops delicious terrible
sadness,i didnt feel humiliated,im today looking bank account morning feeling shocked
sadness,i didnt feel humiliated,feel greedy worldly things big deal
sadness,i didnt feel humiliated,worried feel homesick
sadness,i didnt feel humiliated,feeling grouchy old man mentioned retail therapy great
sadness,i didnt feel humiliated,feel like heartless kingdom hearts stock character born feelings watches enviously normal people laugh cry love feel things
sadness,i didnt feel humiliated,feel disheartened trust people try want know think boring
sadness,i didnt feel humiliated,feeling spiteful
sadness,i didnt feel humiliated,feel weird completely
sadness,i didnt feel humiliated,im sure jeremy feeling friendly later luka href http blog
sadness,i didnt feel humiliated,feel positive contribution innovations worth considering adjustment economic financial structure society improve labor productivity
sadness,i didnt feel humiliated,feel jaded point time
sadness,i didnt feel humiliated,feel inadequate shut feel cross world
sadness,i didnt feel humiliated,feel loss chakotay reassured silently approached enveloped hug
sadness,i didnt feel humiliated,feel strengths determined motivated workout room
sadness,i didnt feel humiliated,feel sleep vital energy taking
sadness,i didnt feel humiliated,feel devastated rush away
sadness,i didnt feel humiliated,fascinated ebb flow water stood feeling content watching waves
sadness,i didnt feel humiliated,feel lot accepted emotional wanted
sadness,i didnt feel humiliated,ive thinking drives fashion pretentious gonna sound studying fashion design feel kinda vital understand im trying life
sadness,i didnt feel humiliated,feeling numb cant feel chewing swallowing food
sadness,i didnt feel humiliated,grieve losses feel ashamed little way essential component life lived tell jesus love
sadness,i didnt feel humiliated,hate felt tinge feeling week watched beloved red sox fall tampa bay devil rays
sadness,i didnt feel humiliated,feel sweet pang desire adventure excitement
sadness,i didnt feel humiliated,got feel actors physically talented skilled presentational acting little research backgrounds characters wilder
sadness,i didnt feel humiliated,got fucked night got fucked loads downers bad idea bad idea feel like neurotic mess right cant handle cant handle cant handle
sadness,i didnt feel humiliated,tempted carry photography worked feel aching nervous system persuade remain retired wedding photographer
sadness,i didnt feel humiliated,feel keen winston churchill quote feel keen winston churchill quote href http www
sadness,i didnt feel humiliated,feel divine presence merge
sadness,i didnt feel humiliated,feel embarrassed international students pass cant
sadness,i didnt feel humiliated,group youngsters dressed fads talked foul language bus insulted pedestrians road impolite passengers bus
sadness,i didnt feel humiliated,feel lucky nice able buy lovely resources little ones care
sadness,i didnt feel humiliated,feel christmas special
sadness,i didnt feel humiliated,outright tell girl book feel like guys smart clever youve probably formed sort idea themes ideas book wrapped
sadness,i didnt feel humiliated,wound driving getting butterflies like teenager kissed feeling rotten week expecting
sadness,i didnt feel humiliated,feel completely numb emotionless lost
sadness,i didnt feel humiliated,feel fabulous
sadness,i didnt feel humiliated,feeling fill blank
sadness,i didnt feel humiliated,strange feeling people im friendly im sort intellectual target getting annoying
sadness,i didnt feel humiliated,feel faithful isnt eyes
sadness,i didnt feel humiliated,feel regretful wish moment hours ago
sadness,i didnt feel humiliated,know gay analogy feeling weepy
sadness,i didnt feel humiliated,im feeling pretty devastated
sadness,i didnt feel humiliated,feeling excited bloggers follow anxiously bearing ww weeks pregnancy
sadness,i didnt feel humiliated,waited line longer usual didnt feel impatient business delayed listened master occurring service moment
sadness,i didnt feel humiliated,feel weird psychological safety coming noah providing money
sadness,i didnt feel humiliated,im feeling somewhat indecisive terms alliance
sadness,i didnt feel humiliated,feel team target given valuable experience feedback use constructively help studies future
sadness,i didnt feel humiliated,feel family universe fearful
sadness,i didnt feel humiliated,need rant right feel ignored life friends busy hang fun occasionally chance plus organising things partially involved
sadness,i didnt feel humiliated,feel pleased resist till night shifts
sadness,i didnt feel humiliated,im totally walking sunshine feeling lighter burdened excess weight people snicker bus people stand sit im reminded work
sadness,i didnt feel humiliated,rushed family friends left feeling drained exhausted
sadness,i didnt feel humiliated,feel like deprived oxygen
sadness,i didnt feel humiliated,afraid leave house nurse public commit social engagement wear makes look worse feel honor fearless friday invite newbie mom readers scares
sadness,i didnt feel humiliated,mothers heart nearly stopped
sadness,i didnt feel humiliated,expect feel content
sadness,i didnt feel humiliated,began focus scripture good hours ago feel like rejected woman control feeling abandonment begun subside
sadness,i didnt feel humiliated,wish time come away feeling invigorated inspired
sadness,i didnt feel humiliated,want feel inspired job
sadness,i didnt feel humiliated,explain areas feel vital successful experience pinpoint plan assess areas
sadness,i didnt feel humiliated,feel numb asleep single feeling sharp pain
sadness,i didnt feel humiliated,dont eat lot bread find carbohydrates leave feeling groggy expand waistline faster heck dont jeans fit
sadness,i didnt feel humiliated,feel acceptable better allowed meet needs students targeted way
sadness,i didnt feel humiliated,hi tech color club holiday splendor sally hansen cha ching kiss silver glitter feeling little festive tonight decided
sadness,i didnt feel humiliated,feel nervous
sadness,i didnt feel humiliated,feel acceptable forth little effort today post
sadness,i didnt feel humiliated,feeling irate
sadness,i didnt feel humiliated,think violent band violently feeling violent lyrics musically violent
sadness,i didnt feel humiliated,feel contented listening song
sadness,i didnt feel humiliated,spent expected went summer feel burdened work lessen financial burden parents
sadness,i didnt feel humiliated,shared trusted friend feeling respected friend
sadness,i didnt feel humiliated,feel like low life mooching
sadness,i didnt feel humiliated,feel like house constantly messy feel like cleaning
sadness,i didnt feel humiliated,feel emotional attachment work simply feel
sadness,i didnt feel humiliated,feel like ive felt lonely depressed unhappy life smile maintain good mood school
sadness,i didnt feel humiliated,taking alot xanax lately mixing meds feel mellow deal world
sadness,i didnt feel humiliated,im feeling frantic instead going sleep teddy
sadness,i didnt feel humiliated,feel like blank slate leads ton possibilities gets excited
sadness,i didnt feel humiliated,social dreaming things feel melancholy
sadness,i didnt feel humiliated,feel gloomy age
sadness,i didnt feel humiliated,feel stubborn
sadness,i didnt feel humiliated,feel clever caption making im feeling provide
sadness,i didnt feel humiliated,went feeling supportive kind compassionate person wanting lash blocked clearly experience
sadness,i didnt feel humiliated,thinking post wrote earlier mulling memories brought surface tossing head began feel gentle tug little nudge deep began vibrate morph solid
